ref_date_raw,start_year,geo,sex,indicator,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,statistic,uom,scalar_factor
2022-10,2022,Prairies Region,Men,Good perceived health,30.3,percent,,False,v1427747376,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Men,Good perceived health,38.6,percent,,False,v1427747377,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Men,Good perceived health,962000.0,number,,True,v1427747378,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,Men,Good perceived health,844000.0,number,,True,v1427747379,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Men,Good perceived health,1080000.0,number,,True,v1427747380,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,15.4,percent,,False,v1427747381,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,12.7,percent,,False,v1427747382,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,18.6,percent,,False,v1427747383,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,432000.0,number,,True,v1427747384,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,348000.0,number,,True,v1427747385,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,515000.0,number,,True,v1427747386,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,47.7,percent,,False,v1427747387,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,43.2,percent,,False,v1427747388,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,52.4,percent,,False,v1427747389,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,1351000.0,number,,True,v1427747390,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,1221000.0,number,,True,v1427747391,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,1480000.0,number,,True,v1427747392,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Women,Good perceived health,36.3,percent,,False,v1427747393,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,Women,Good perceived health,32.1,percent,,False,v1427747394,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Women,Good perceived health,40.7,percent,,False,v1427747395,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Women,Good perceived health,1026000.0,number,,True,v1427747396,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,Women,Good perceived health,903000.0,number,,True,v1427747397,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Women,Good perceived health,1150000.0,number,,True,v1427747398,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,16.0,percent,,False,v1427747399,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,13.1,percent,,False,v1427747400,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,19.4,percent,,False,v1427747401,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,452000.0,number,,True,v1427747402,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,362000.0,number,,True,v1427747403,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,541000.0,number,,True,v1427747404,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,52.6,percent,,False,v1427747405,2022-10,2016A000246,Percentage of persons,Percent,units
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,47.0,percent,,False,v1427747406,2022-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,58.0,percent,,False,v1427747407,2022-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,564000.0,number,,True,v1427747408,2022-10,2016A000246,Number of persons,Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,504000.0,number,,True,v1427747409,2022-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,623000.0,number,,True,v1427747410,2022-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,32.7,percent,,False,v1427747411,2022-10,2016A000246,Percentage of persons,Percent,units
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,27.8,percent,,False,v1427747412,2022-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,38.1,percent,,False,v1427747413,2022-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,351000.0,number,,True,v1427747414,2022-10,2016A000246,Number of persons,Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,295000.0,number,,True,v1427747415,2022-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,407000.0,number,,True,v1427747416,2022-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,14.7,percent,,False,v1427747417,2022-10,2016A000246,Percentage of persons,Percent,units
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,11.2,percent,,False,v1427747418,2022-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,19.0,percent,,False,v1427747419,2022-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,158000.0,number,e,True,v1427747420,2022-10,2016A000246,Number of persons,Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,116000.0,number,e,True,v1427747421,2022-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,199000.0,number,e,True,v1427747422,2022-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,57.3,percent,,False,v1427747423,2022-10,2016A000246,Percentage of persons,Percent,units
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,49.4,percent,,False,v1427747424,2022-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,64.9,percent,,False,v1427747425,2022-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,309000.0,number,e,True,v1427747426,2022-10,2016A000246,Number of persons,Number,thousands
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,265000.0,number,e,True,v1427747427,2022-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,352000.0,number,e,True,v1427747428,2022-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Men,Good perceived health,28.8,percent,,False,v1427747429,2022-10,2016A000246,Percentage of persons,Percent,units
2022-10,2022,Manitoba,Men,Good perceived health,22.3,percent,,False,v1427747430,2022-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Men,Good perceived health,36.4,percent,,False,v1427747431,2022-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Men,Good perceived health,155000.0,number,e,True,v1427747432,2022-10,2016A000246,Number of persons,Number,thousands
2022-10,2022,Manitoba,Men,Good perceived health,118000.0,number,e,True,v1427747433,2022-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Men,Good perceived health,193000.0,number,e,True,v1427747434,2022-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Men,Fair or poor perceived health,13.9,percent,,False,v1427747435,2022-10,2016A000246,Percentage of persons,Percent,units
2022-10,2022,Manitoba,Men,Fair or poor perceived health,9.3,percent,,False,v1427747436,2022-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Men,Fair or poor perceived health,20.1,percent,,False,v1427747437,2022-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Men,Fair or poor perceived health,,number,f,True,v1427747438,2022-10,2016A000246,Number of persons,Number,thousands
2022-10,2022,Manitoba,Men,Fair or poor perceived health,,number,f,True,v1427747439,2022-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Men,Fair or poor perceived health,,number,f,True,v1427747440,2022-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,47.8,percent,,False,v1427747441,2022-10,2016A000246,Percentage of persons,Percent,units
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,39.9,percent,,False,v1427747442,2022-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,55.8,percent,,False,v1427747443,2022-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,255000.0,number,,True,v1427747444,2022-10,2016A000246,Number of persons,Number,thousands
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,211000.0,number,,True,v1427747445,2022-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,299000.0,number,,True,v1427747446,2022-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
