ref_date_raw,start_year,geo,sex,age_group,indicator,characteristic,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,uom,scalar_factor
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",,number,f,False,v114656335,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",,number,f,False,v114656336,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,,percent,f,False,v114656337,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",,percent,f,False,v114656338,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",,percent,f,False,v114656339,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114656340,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Number of persons,,number,f,False,v114656341,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, number of persons",,number,f,False,v114656342,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, number of persons",,number,f,False,v114656343,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Percent,,percent,f,False,v114656344,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, percent",,percent,f,False,v114656345,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, percent",,percent,f,False,v114656346,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114656347,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, health",Number of persons,,number,f,False,v114656348,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, number of persons",,number,f,False,v114656349,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, number of persons",,number,f,False,v114656350,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, health",Percent,,percent,f,False,v114656351,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, percent",,percent,f,False,v114656352,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, percent",,percent,f,False,v114656353,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, health",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114656354,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, other",Number of persons,,number,f,False,v114656355,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",,number,f,False,v114656356,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",,number,f,False,v114656357,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, other",Percent,,percent,f,False,v114656358,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",,percent,f,False,v114656359,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, percent",,percent,f,False,v114656360,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, other",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114656361,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, none",Number of persons,1900.0,number,e,False,v114656362,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",1000.0,number,e,False,v114656363,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",3300.0,number,e,False,v114656364,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, none",Percent,13.9,percent,e,False,v114656365,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",7.1,percent,e,False,v114656366,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, percent",25.3,percent,e,False,v114656367,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Males,18 to 34 years,"Main source of stress in day-to-day life, none",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114656368,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle unexpected and difficult problems, good or excellent",Number of persons,10300.0,number,,False,v114656369,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",8700.0,number,,False,v114656370,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",11900.0,number,,False,v114656371,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle unexpected and difficult problems, good or excellent",Percent,71.4,percent,,False,v114656372,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",59.4,percent,,False,v114656373,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",81.0,percent,,False,v114656374,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle unexpected and difficult problems, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114656375,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle the day-to-day demands in life, good or excellent",Number of persons,13300.0,number,,False,v114656376,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",12300.0,number,,False,v114656377,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",14200.0,number,,False,v114656378,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle the day-to-day demands in life, good or excellent",Percent,92.0,percent,,False,v114656379,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",83.9,percent,,False,v114656380,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",96.2,percent,,False,v114656381,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Ability to handle the day-to-day demands in life, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114656382,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Main source of stress in day-to-day life, work",Number of persons,3100.0,number,e,False,v114656383,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",1900.0,number,e,False,v114656384,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",4600.0,number,e,False,v114656385,2016,2016A000211,Number,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Main source of stress in day-to-day life, work",Percent,21.8,percent,e,False,v114656386,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",13.8,percent,e,False,v114656387,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, percent",32.7,percent,e,False,v114656388,2016,2016A000211,Percent,units
2016,2016,Prince Edward Island,Females,18 to 34 years,"Main source of stress in day-to-day life, work",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114656389,2016,2016A000211,Percent,units
